user,include,item list,len,without constraint
434,4836,[3685],1,"['3883', '4270', '2639', '4642', '80', '397', '3111', '3799', '238', '2368', '3185', '4752', '4936', '786', '4704', '285', '2280', '3282', '1601', '4016', '4814', '4106', '2355', '723', '3431', '3685', '462', '145', '1854', '934']"
434,7258,[4016],1,"['3883', '4270', '2639', '4642', '80', '397', '3111', '3799', '238', '2368', '3185', '4752', '4936', '786', '4704', '285', '2280', '3282', '1601', '4016', '4814', '4106', '2355', '723', '3431', '3685', '462', '145', '1854', '934']"
434,2320,"[2639, 934]",2,"['3883', '4270', '2639', '4642', '80', '397', '3111', '3799', '238', '2368', '3185', '4752', '4936', '786', '4704', '285', '2280', '3282', '1601', '4016', '4814', '4106', '2355', '723', '3431', '3685', '462', '145', '1854', '934']"
435,4964,"[647, 782]",2,"['895', '2499', '2639', '647', '2637', '3917', '1522', '112', '4642', '1178', '2251', '4462', '2342', '2368', '1252', '1988', '2970', '2377', '1517', '3211', '2280', '782', '357', '1287', '453', '3024', '205', '1142', '4382', '51']"
435,5915,[],0,"['895', '2499', '2639', '647', '2637', '3917', '1522', '112', '4642', '1178', '2251', '4462', '2342', '2368', '1252', '1988', '2970', '2377', '1517', '3211', '2280', '782', '357', '1287', '453', '3024', '205', '1142', '4382', '51']"
435,4623,"[1178, 4382]",2,"['895', '2499', '2639', '647', '2637', '3917', '1522', '112', '4642', '1178', '2251', '4462', '2342', '2368', '1252', '1988', '2970', '2377', '1517', '3211', '2280', '782', '357', '1287', '453', '3024', '205', '1142', '4382', '51']"
436,3497,[],0,[]
436,3502,[],0,[]
436,7946,[],0,[]
437,3440,"[1252, 2392]",2,"['1252', '2848', '1357', '4143', '2833', '4642', '617', '2098', '4106', '1437', '882', '4960', '1673', '4911', '4457', '4847', '2392', '2858', '928', '2274', '1918', '4854', '361', '98', '1787', '1690', '3372', '1740', '126', '1458']"
437,840,"[1357, 617, 1673, 2858, 928, 4854, 98, 3372, 126, 1458]",10,"['1252', '2848', '1357', '4143', '2833', '4642', '617', '2098', '4106', '1437', '882', '4960', '1673', '4911', '4457', '4847', '2392', '2858', '928', '2274', '1918', '4854', '361', '98', '1787', '1690', '3372', '1740', '126', '1458']"
437,5006,"[4847, 2392, 928, 361]",4,"['1252', '2848', '1357', '4143', '2833', '4642', '617', '2098', '4106', '1437', '882', '4960', '1673', '4911', '4457', '4847', '2392', '2858', '928', '2274', '1918', '4854', '361', '98', '1787', '1690', '3372', '1740', '126', '1458']"
438,1257,[3289],1,"['181', '66', '3261', '3439', '647', '397', '3900', '4573', '1611', '1749', '2770', '3907', '2654', '3040', '9', '4680', '738', '4683', '3092', '2989', '2355', '2949', '2436', '953', '2739', '3289', '1711', '1569', '2848', '1201']"
438,342,[4680],1,"['181', '66', '3261', '3439', '647', '397', '3900', '4573', '1611', '1749', '2770', '3907', '2654', '3040', '9', '4680', '738', '4683', '3092', '2989', '2355', '2949', '2436', '953', '2739', '3289', '1711', '1569', '2848', '1201']"
438,7449,[3439],1,"['181', '66', '3261', '3439', '647', '397', '3900', '4573', '1611', '1749', '2770', '3907', '2654', '3040', '9', '4680', '738', '4683', '3092', '2989', '2355', '2949', '2436', '953', '2739', '3289', '1711', '1569', '2848', '1201']"
439,5010,"[2848, 3217, 4128, 3580, 2639, 1667, 453, 4561]",8,"['4783', '647', '2848', '3217', '1128', '125', '2949', '4760', '2280', '4128', '4118', '348', '3580', '3335', '3314', '2639', '4344', '4396', '2468', '2462', '1667', '453', '3109', '2188', '4561', '3288', '3343', '1460', '2422', '3372']"
439,2683,"[4128, 453]",2,"['4783', '647', '2848', '3217', '1128', '125', '2949', '4760', '2280', '4128', '4118', '348', '3580', '3335', '3314', '2639', '4344', '4396', '2468', '2462', '1667', '453', '3109', '2188', '4561', '3288', '3343', '1460', '2422', '3372']"
439,2131,[],0,"['4783', '647', '2848', '3217', '1128', '125', '2949', '4760', '2280', '4128', '4118', '348', '3580', '3335', '3314', '2639', '4344', '4396', '2468', '2462', '1667', '453', '3109', '2188', '4561', '3288', '3343', '1460', '2422', '3372']"
440,2499,"[617, 1496, 1178, 4988, 3352, 2782, 173, 3650, 555]",9,"['238', '2280', '2663', '20', '4642', '617', '4338', '882', '2780', '1496', '509', '1178', '1951', '3456', '4988', '2560', '962', '3352', '2782', '928', '3165', '4098', '2499', '3690', '173', '3424', '3057', '3308', '3650', '555']"
440,7258,[3456],1,"['238', '2280', '2663', '20', '4642', '617', '4338', '882', '2780', '1496', '509', '1178', '1951', '3456', '4988', '2560', '962', '3352', '2782', '928', '3165', '4098', '2499', '3690', '173', '3424', '3057', '3308', '3650', '555']"
440,1910,[],0,"['238', '2280', '2663', '20', '4642', '617', '4338', '882', '2780', '1496', '509', '1178', '1951', '3456', '4988', '2560', '962', '3352', '2782', '928', '3165', '4098', '2499', '3690', '173', '3424', '3057', '3308', '3650', '555']"
441,6906,"[4836, 2957, 569, 2972, 917, 171]",6,"['2848', '2949', '4836', '4270', '4533', '4477', '3459', '861', '2050', '4333', '3545', '2957', '343', '569', '3799', '1464', '2972', '4096', '483', '3519', '505', '3510', '917', '4767', '1198', '173', '2756', '171', '2501', '1382']"
441,1329,"[4477, 3799, 505]",3,"['2848', '2949', '4836', '4270', '4533', '4477', '3459', '861', '2050', '4333', '3545', '2957', '343', '569', '3799', '1464', '2972', '4096', '483', '3519', '505', '3510', '917', '4767', '1198', '173', '2756', '171', '2501', '1382']"
441,5825,[2972],1,"['2848', '2949', '4836', '4270', '4533', '4477', '3459', '861', '2050', '4333', '3545', '2957', '343', '569', '3799', '1464', '2972', '4096', '483', '3519', '505', '3510', '917', '4767', '1198', '173', '2756', '171', '2501', '1382']"
442,8021,[],0,"['4091', '647', '10', '2355', '361', '80', '2499', '2139', '3713', '4652', '2614', '1178', '928', '2138', '2949', '4661', '397', '2551', '1485', '708', '1636', '1287', '1174', '1755', '3102', '4457', '203', '145', '4675', '125']"
442,3184,"[4091, 10, 928]",3,"['4091', '647', '10', '2355', '361', '80', '2499', '2139', '3713', '4652', '2614', '1178', '928', '2138', '2949', '4661', '397', '2551', '1485', '708', '1636', '1287', '1174', '1755', '3102', '4457', '203', '145', '4675', '125']"
442,7557,"[1287, 1174]",2,"['4091', '647', '10', '2355', '361', '80', '2499', '2139', '3713', '4652', '2614', '1178', '928', '2138', '2949', '4661', '397', '2551', '1485', '708', '1636', '1287', '1174', '1755', '3102', '4457', '203', '145', '4675', '125']"
443,1252,[],0,"['1984', '983', '193', '3102', '109', '2639', '361', '4106', '3078', '1254', '3459', '112', '1287', '1522', '3152', '251', '1175', '4783', '4093', '484', '85', '1304', '2747', '4843', '1055', '145', '2903', '772', '266', '2636']"
443,7946,"[983, 1055]",2,"['1984', '983', '193', '3102', '109', '2639', '361', '4106', '3078', '1254', '3459', '112', '1287', '1522', '3152', '251', '1175', '4783', '4093', '484', '85', '1304', '2747', '4843', '1055', '145', '2903', '772', '266', '2636']"
443,4717,"[3459, 484, 2636]",3,"['1984', '983', '193', '3102', '109', '2639', '361', '4106', '3078', '1254', '3459', '112', '1287', '1522', '3152', '251', '1175', '4783', '4093', '484', '85', '1304', '2747', '4843', '1055', '145', '2903', '772', '266', '2636']"
444,3355,[],0,"['708', '389', '882', '4086', '180', '283', '3823', '3439', '3432', '3237', '114', '4951', '4493', '182', '769', '3743', '361', '297', '1270', '3602', '4592', '1173', '2058', '2549', '1430', '41', '3102', '4214', '51', '2904']"
444,8021,[],0,"['708', '389', '882', '4086', '180', '283', '3823', '3439', '3432', '3237', '114', '4951', '4493', '182', '769', '3743', '361', '297', '1270', '3602', '4592', '1173', '2058', '2549', '1430', '41', '3102', '4214', '51', '2904']"
444,2131,"[3602, 1430]",2,"['708', '389', '882', '4086', '180', '283', '3823', '3439', '3432', '3237', '114', '4951', '4493', '182', '769', '3743', '361', '297', '1270', '3602', '4592', '1173', '2058', '2549', '1430', '41', '3102', '4214', '51', '2904']"
445,2509,[2944],1,"['4760', '181', '2795', '1611', '4139', '3145', '3841', '1263', '3017', '2104', '4661', '3409', '2280', '4533', '3175', '3158', '4396', '1178', '183', '459', '54', '1578', '137', '4751', '4270', '284', '4735', '3055', '1128', '2944']"
445,5168,[],0,"['4760', '181', '2795', '1611', '4139', '3145', '3841', '1263', '3017', '2104', '4661', '3409', '2280', '4533', '3175', '3158', '4396', '1178', '183', '459', '54', '1578', '137', '4751', '4270', '284', '4735', '3055', '1128', '2944']"
445,1910,[137],1,"['4760', '181', '2795', '1611', '4139', '3145', '3841', '1263', '3017', '2104', '4661', '3409', '2280', '4533', '3175', '3158', '4396', '1178', '183', '459', '54', '1578', '137', '4751', '4270', '284', '4735', '3055', '1128', '2944']"
446,5168,"[2970, 2568]",2,"['125', '3048', '4738', '532', '109', '3660', '2266', '1698', '4064', '2970', '1711', '1204', '4194', '1611', '1984', '3834', '1085', '137', '4754', '989', '1952', '3551', '343', '3155', '4778', '2274', '3335', '2568', '3432', '740']"
446,840,"[532, 1698, 4064, 1711, 1611, 1085, 343, 3335, 2568]",9,"['125', '3048', '4738', '532', '109', '3660', '2266', '1698', '4064', '2970', '1711', '1204', '4194', '1611', '1984', '3834', '1085', '137', '4754', '989', '1952', '3551', '343', '3155', '4778', '2274', '3335', '2568', '3432', '740']"
446,3668,[],0,"['125', '3048', '4738', '532', '109', '3660', '2266', '1698', '4064', '2970', '1711', '1204', '4194', '1611', '1984', '3834', '1085', '137', '4754', '989', '1952', '3551', '343', '3155', '4778', '2274', '3335', '2568', '3432', '740']"
447,7213,"[2799, 361, 145]",3,"['647', '983', '2799', '361', '145', '4803', '1020', '1091', '4738', '23', '708', '2301', '2949', '4929', '1755', '1953', '3383', '1437', '112', '1494', '4344', '181', '203', '4106', '3459', '3335', '85', '630', '3102', '1753']"
447,342,[630],1,"['647', '983', '2799', '361', '145', '4803', '1020', '1091', '4738', '23', '708', '2301', '2949', '4929', '1755', '1953', '3383', '1437', '112', '1494', '4344', '181', '203', '4106', '3459', '3335', '85', '630', '3102', '1753']"
447,6276,"[361, 4803, 1753]",3,"['647', '983', '2799', '361', '145', '4803', '1020', '1091', '4738', '23', '708', '2301', '2949', '4929', '1755', '1953', '3383', '1437', '112', '1494', '4344', '181', '203', '4106', '3459', '3335', '85', '630', '3102', '1753']"
448,3484,[],0,"['647', '983', '193', '1008', '4270', '3900', '284', '3335', '4926', '4642', '4252', '4047', '397', '4798', '2468', '46', '2970', '3305', '4922', '827', '677', '3330', '1178', '4290', '2251', '1133', '3930', '203', '909', '2924']"
448,332,[],0,"['647', '983', '193', '1008', '4270', '3900', '284', '3335', '4926', '4642', '4252', '4047', '397', '4798', '2468', '46', '2970', '3305', '4922', '827', '677', '3330', '1178', '4290', '2251', '1133', '3930', '203', '909', '2924']"
448,1329,"[193, 2970, 3930]",3,"['647', '983', '193', '1008', '4270', '3900', '284', '3335', '4926', '4642', '4252', '4047', '397', '4798', '2468', '46', '2970', '3305', '4922', '827', '677', '3330', '1178', '4290', '2251', '1133', '3930', '203', '909', '2924']"
449,4863,"[2102, 2639, 145]",3,"['403', '4642', '2102', '2639', '3625', '679', '193', '4327', '2523', '145', '3027', '4019', '1120', '4890', '1024', '3262', '169', '95', '2434', '989', '1196', '2086', '2573', '3695', '462', '4573', '648', '444', '2274', '4665']"
449,1833,[],0,"['403', '4642', '2102', '2639', '3625', '679', '193', '4327', '2523', '145', '3027', '4019', '1120', '4890', '1024', '3262', '169', '95', '2434', '989', '1196', '2086', '2573', '3695', '462', '4573', '648', '444', '2274', '4665']"
449,1388,[4573],1,"['403', '4642', '2102', '2639', '3625', '679', '193', '4327', '2523', '145', '3027', '4019', '1120', '4890', '1024', '3262', '169', '95', '2434', '989', '1196', '2086', '2573', '3695', '462', '4573', '648', '444', '2274', '4665']"
450,2148,"[181, 1178]",2,"['647', '2949', '181', '3233', '2077', '2575', '4683', '1940', '205', '1178', '51', '4783', '2280', '708', '1611', '3909', '1485', '3165', '112', '4005', '3105', '1129', '1412', '284', '4169', '2487', '3342', '132', '4918', '4642']"
450,6276,"[4683, 4005]",2,"['647', '2949', '181', '3233', '2077', '2575', '4683', '1940', '205', '1178', '51', '4783', '2280', '708', '1611', '3909', '1485', '3165', '112', '4005', '3105', '1129', '1412', '284', '4169', '2487', '3342', '132', '4918', '4642']"
450,3497,"[2280, 1412, 132]",3,"['647', '2949', '181', '3233', '2077', '2575', '4683', '1940', '205', '1178', '51', '4783', '2280', '708', '1611', '3909', '1485', '3165', '112', '4005', '3105', '1129', '1412', '284', '4169', '2487', '3342', '132', '4918', '4642']"
451,393,[],0,"['276', '1690', '647', '1612', '4106', '4169', '1270', '373', '1522', '2342', '1124', '4748', '80', '4479', '1681', '4446', '160', '2280', '630', '3846', '2194', '203', '145', '882', '1089', '712', '2523', '1871', '1409', '1611']"
451,2320,"[1409, 1611]",2,"['276', '1690', '647', '1612', '4106', '4169', '1270', '373', '1522', '2342', '1124', '4748', '80', '4479', '1681', '4446', '160', '2280', '630', '3846', '2194', '203', '145', '882', '1089', '712', '2523', '1871', '1409', '1611']"
451,590,"[4169, 373]",2,"['276', '1690', '647', '1612', '4106', '4169', '1270', '373', '1522', '2342', '1124', '4748', '80', '4479', '1681', '4446', '160', '2280', '630', '3846', '2194', '203', '145', '882', '1089', '712', '2523', '1871', '1409', '1611']"
452,6335,[1128],1,"['740', '2549', '1601', '193', '484', '1128', '3885', '4836', '4270', '3335', '4642', '2355', '4106', '3078', '3986', '4798', '3607', '72', '4986', '1762', '4169', '97', '2401', '4959', '1943', '1636', '855', '251', '2491', '1646']"
452,5180,"[4642, 2491]",2,"['740', '2549', '1601', '193', '484', '1128', '3885', '4836', '4270', '3335', '4642', '2355', '4106', '3078', '3986', '4798', '3607', '72', '4986', '1762', '4169', '97', '2401', '4959', '1943', '1636', '855', '251', '2491', '1646']"
452,7213,[72],1,"['740', '2549', '1601', '193', '484', '1128', '3885', '4836', '4270', '3335', '4642', '2355', '4106', '3078', '3986', '4798', '3607', '72', '4986', '1762', '4169', '97', '2401', '4959', '1943', '1636', '855', '251', '2491', '1646']"
453,6335,[1178],1,"['647', '903', '648', '193', '181', '4738', '2274', '815', '2210', '2639', '4642', '2911', '276', '2355', '1604', '4433', '4106', '145', '3986', '505', '3164', '2787', '3942', '4960', '3543', '4561', '3631', '2136', '1178', '2206']"
453,1168,"[2210, 145, 505]",3,"['647', '903', '648', '193', '181', '4738', '2274', '815', '2210', '2639', '4642', '2911', '276', '2355', '1604', '4433', '4106', '145', '3986', '505', '3164', '2787', '3942', '4960', '3543', '4561', '3631', '2136', '1178', '2206']"
453,7946,[2136],1,"['647', '903', '648', '193', '181', '4738', '2274', '815', '2210', '2639', '4642', '2911', '276', '2355', '1604', '4433', '4106', '145', '3986', '505', '3164', '2787', '3942', '4960', '3543', '4561', '3631', '2136', '1178', '2206']"
454,6270,"[4446, 647, 1690, 2280, 465, 2911, 617, 80, 4635, 3780]",10,"['4446', '647', '1690', '4093', '2280', '4245', '4270', '465', '3314', '2911', '361', '617', '80', '4635', '3780', '3652', '4923', '2575', '2548', '4329', '2468', '112', '3454', '2384', '1471', '4869', '3543', '391', '3024', '4457']"
454,5915,[],0,"['4446', '647', '1690', '4093', '2280', '4245', '4270', '465', '3314', '2911', '361', '617', '80', '4635', '3780', '3652', '4923', '2575', '2548', '4329', '2468', '112', '3454', '2384', '1471', '4869', '3543', '391', '3024', '4457']"
454,800,[2384],1,"['4446', '647', '1690', '4093', '2280', '4245', '4270', '465', '3314', '2911', '361', '617', '80', '4635', '3780', '3652', '4923', '2575', '2548', '4329', '2468', '112', '3454', '2384', '1471', '4869', '3543', '391', '3024', '4457']"
455,800,"[740, 4091, 1646, 2549]",4,"['4446', '3823', '4783', '740', '1906', '4091', '812', '4827', '647', '1653', '357', '2756', '908', '3551', '983', '3813', '1646', '4814', '3037', '1197', '866', '297', '786', '2816', '437', '4336', '4782', '4482', '2549', '2848']"
455,6270,"[4446, 4783, 1906, 647, 1653, 2756, 908, 983, 1197, 866]",10,"['4446', '3823', '4783', '740', '1906', '4091', '812', '4827', '647', '1653', '357', '2756', '908', '3551', '983', '3813', '1646', '4814', '3037', '1197', '866', '297', '786', '2816', '437', '4336', '4782', '4482', '2549', '2848']"
455,7449,[],0,"['4446', '3823', '4783', '740', '1906', '4091', '812', '4827', '647', '1653', '357', '2756', '908', '3551', '983', '3813', '1646', '4814', '3037', '1197', '866', '297', '786', '2816', '437', '4336', '4782', '4482', '2549', '2848']"
456,4717,"[2756, 205, 4961]",3,"['2756', '3551', '2549', '2848', '1128', '4836', '181', '2280', '2274', '4270', '4533', '3421', '3856', '4098', '2468', '768', '1921', '4960', '157', '3479', '85', '205', '4961', '522', '3282', '1457', '483', '1554', '3098', '1391']"
456,5825,[1128],1,"['2756', '3551', '2549', '2848', '1128', '4836', '181', '2280', '2274', '4270', '4533', '3421', '3856', '4098', '2468', '768', '1921', '4960', '157', '3479', '85', '205', '4961', '522', '3282', '1457', '483', '1554', '3098', '1391']"
456,2832,[1128],1,"['2756', '3551', '2549', '2848', '1128', '4836', '181', '2280', '2274', '4270', '4533', '3421', '3856', '4098', '2468', '768', '1921', '4960', '157', '3479', '85', '205', '4961', '522', '3282', '1457', '483', '1554', '3098', '1391']"
457,3184,"[983, 3232]",2,"['960', '268', '145', '3444', '2210', '3573', '2949', '617', '983', '2924', '2355', '181', '2532', '3829', '3497', '2610', '1178', '930', '2', '3831', '2560', '1200', '3102', '2646', '3232', '2120', '3991', '647', '583', '416']"
