user,history,target,item list,len,without constraint
493,983,"[646.7669999999999, 75.24, 117.81, 24.75, 24.0, 46.0, 13.86]",[],0,"['3823', '983', '1088', '2274', '4434', '4642', '4005', '352', '4106', '3660', '453', '882', '4778', '827', '4501', '2508', '3271', '3372', '1178', '3295', '2924', '1133', '897', '2350', '4373', '2638', '2356', '2820', '617', '193']"
493,1088,"[2158.1, 200.97, 723.6899999999999, 21.0, 87.12, 370.26, 68.31]",[2924],1,"['3823', '983', '1088', '2274', '4434', '4642', '4005', '352', '4106', '3660', '453', '882', '4778', '827', '4501', '2508', '3271', '3372', '1178', '3295', '2924', '1133', '897', '2350', '4373', '2638', '2356', '2820', '617', '193']"
494,3300,"[893.7719999999999, 58.41, 114.84, 62.0, 75.24, 89.1, 31.0]",[],0,"['3300', '3813', '1646', '786', '193', '3217', '708', '125', '2256', '828', '2280', '2281', '2274', '2912', '3510', '4683', '284', '2830', '276', '4573', '2160', '295', '3564', '2407', '3017', '1429', '3459', '112', '2610', '4695']"
494,3813,"[470.646, 5.9399999999999995, 428.67, 1.98, 0.99, 11.879999999999999, 36.63]",[],0,"['3300', '3813', '1646', '786', '193', '3217', '708', '125', '2256', '828', '2280', '2281', '2274', '2912', '3510', '4683', '284', '2830', '276', '4573', '2160', '295', '3564', '2407', '3017', '1429', '3459', '112', '2610', '4695']"
494,1646,"[620.334, 27.72, 219.0, 30.69, 77.22, 47.0, 24.75]",[],0,"['3300', '3813', '1646', '786', '193', '3217', '708', '125', '2256', '828', '2280', '2281', '2274', '2912', '3510', '4683', '284', '2830', '276', '4573', '2160', '295', '3564', '2407', '3017', '1429', '3459', '112', '2610', '4695']"
495,4783,"[284.03099999999995, 6.93, 56.0, 23.759999999999998, 14.85, 1.98, 17.0]",[],0,"['4783', '647', '2756', '4918', '10', '3292', '1854', '3335', '98', '4642', '617', '4635', '1902', '645', '2575', '2462', '63', '71', '2945', '3285', '2799', '1628', '789', '2972', '2375', '2161', '2726', '4044', '203', '1164']"
495,647,"[4456.9, 480.0, 1095.93, 25.74, 150.48, 147.51, 128.7]",[],0,"['4783', '647', '2756', '4918', '10', '3292', '1854', '3335', '98', '4642', '617', '4635', '1902', '645', '2575', '2462', '63', '71', '2945', '3285', '2799', '1628', '789', '2972', '2375', '2161', '2726', '4044', '203', '1164']"
495,2756,"[508.70000000000005, 24.0, 236.0, 12.0, 11.0, 27.0, 28.0]",[2375],1,"['4783', '647', '2756', '4918', '10', '3292', '1854', '3335', '98', '4642', '617', '4635', '1902', '645', '2575', '2462', '63', '71', '2945', '3285', '2799', '1628', '789', '2972', '2375', '2161', '2726', '4044', '203', '1164']"
496,740,"[663.8, 21.0, 284.0, 46.53, 44.55, 17.82, 37.0]",[1711],1,"['740', '4091', '2', '1984', '908', '3037', '297', '2549', '1601', '1357', '2949', '1711', '4880', '3238', '14', '181', '2377', '150', '1740', '2155', '2274', '4245', '4115', '18', '4270', '3715', '4118', '98', '276', '3432']"
496,4091,"[604.9889999999999, 27.0, 39.0, 54.45, 103.95, 28.0, 16.83]",[],0,"['740', '4091', '2', '1984', '908', '3037', '297', '2549', '1601', '1357', '2949', '1711', '4880', '3238', '14', '181', '2377', '150', '1740', '2155', '2274', '4245', '4115', '18', '4270', '3715', '4118', '98', '276', '3432']"
496,2,"[3085.2359999999994, 358.38, 156.0, 332.64, 242.55, 311.85, 44.0]",[],0,"['740', '4091', '2', '1984', '908', '3037', '297', '2549', '1601', '1357', '2949', '1711', '4880', '3238', '14', '181', '2377', '150', '1740', '2155', '2274', '4245', '4115', '18', '4270', '3715', '4118', '98', '276', '3432']"
497,647,"[3611.52, 499.0, 316.8, 44.55, 148.0, 159.39, 51.48]",[],0,"['647', '4735', '125', '2949', '725', '3102', '4270', '361', '3409', '58', '4005', '645', '505', '2468', '239', '3113', '112', '2990', '72', '2866', '1349', '1926', '3643', '1211', '2799', '4847', '2520', '3650', '1554', '2604']"
497,4735,"[589.8, 45.0, 24.75, 16.0, 45.54, 20.79, 20.0]",[],0,"['647', '4735', '125', '2949', '725', '3102', '4270', '361', '3409', '58', '4005', '645', '505', '2468', '239', '3113', '112', '2990', '72', '2866', '1349', '1926', '3643', '1211', '2799', '4847', '2520', '3650', '1554', '2604']"
497,125,"[2329.9, 174.0, 1092.0, 62.37, 83.16, 136.62, 101.97]",[],0,"['647', '4735', '125', '2949', '725', '3102', '4270', '361', '3409', '58', '4005', '645', '505', '2468', '239', '3113', '112', '2990', '72', '2866', '1349', '1926', '3643', '1211', '2799', '4847', '2520', '3650', '1554', '2604']"
498,4642,"[1449.558, 133.65, 209.0, 62.0, 69.0, 208.0, 44.55]",[3095],1,"['4642', '1601', '767', '266', '3238', '174', '4197', '928', '945', '4440', '2136', '3095', '648', '2322', '4561', '4110', '356', '973', '674', '2890', '740', '2949', '708', '3873', '953', '1684', '2549', '3409', '261', '3260']"
498,1601,"[1949.31, 120.78, 316.8, 55.44, 366.3, 150.0, 36.0]",[1601],1,"['4642', '1601', '767', '266', '3238', '174', '4197', '928', '945', '4440', '2136', '3095', '648', '2322', '4561', '4110', '356', '973', '674', '2890', '740', '2949', '708', '3873', '953', '1684', '2549', '3409', '261', '3260']"
498,767,"[534.9, 42.57, 88.11, 6.93, 66.33, 46.53, 11.0]",[],0,"['4642', '1601', '767', '266', '3238', '174', '4197', '928', '945', '4440', '2136', '3095', '648', '2322', '4561', '4110', '356', '973', '674', '2890', '740', '2949', '708', '3873', '953', '1684', '2549', '3409', '261', '3260']"
499,2639,"[319.8, 26.0, 19.0, 48.51, 22.77, 30.0, 8.0]",[4561],1,"['2639', '3018', '1475', '532', '1088', '4304', '1984', '2663', '617', '4561', '3459', '4493', '2481', '647', '621', '297', '2496', '2949', '4683', '145', '4245', '4392', '3645', '4106', '3333', '4894', '4446', '3979', '2179', '2549']"
499,3018,"[585.882, 19.0, 377.0, 213.0, 25.0, 3.96, 38.61]",[2549],1,"['2639', '3018', '1475', '532', '1088', '4304', '1984', '2663', '617', '4561', '3459', '4493', '2481', '647', '621', '297', '2496', '2949', '4683', '145', '4245', '4392', '3645', '4106', '3333', '4894', '4446', '3979', '2179', '2549']"
499,1475,"[517.0, 32.67, 62.37, 35.64, 25.74, 62.0, 21.0]",[2481],1,"['2639', '3018', '1475', '532', '1088', '4304', '1984', '2663', '617', '4561', '3459', '4493', '2481', '647', '621', '297', '2496', '2949', '4683', '145', '4245', '4392', '3645', '4106', '3333', '4894', '4446', '3979', '2179', '2549']"
500,708,"[670.0319999999999, 24.0, 330.0, 12.0, 32.0, 39.0, 40.0]",[192],1,"['708', '4828', '3068', '2188', '2342', '2356', '2111', '54', '908', '4239', '4573', '4683', '983', '4778', '192', '2353', '3199', '4512', '62', '3232', '51', '4880', '3165', '519', '4642', '258', '1089', '4245', '1133', '3847']"
500,4828,"[419.661, 20.0, 178.2, 10.0, 14.0, 25.0, 22.77]",[519],1,"['708', '4828', '3068', '2188', '2342', '2356', '2111', '54', '908', '4239', '4573', '4683', '983', '4778', '192', '2353', '3199', '4512', '62', '3232', '51', '4880', '3165', '519', '4642', '258', '1089', '4245', '1133', '3847']"
500,3068,"[2414.808, 181.17, 1167.21, 26.0, 40.0, 347.0, 117.81]",[4573],1,"['708', '4828', '3068', '2188', '2342', '2356', '2111', '54', '908', '4239', '4573', '4683', '983', '4778', '192', '2353', '3199', '4512', '62', '3232', '51', '4880', '3165', '519', '4642', '258', '1089', '4245', '1133', '3847']"
501,2280,"[308.4, 0.0, 290.0, 0.0, 0.0, 0.0, 25.74]",[2280],1,"['2280', '983', '827', '2499', '2919', '2342', '3652', '2782', '4765', '740', '240', '2848', '591', '1539', '3410', '453', '4128', '754', '127', '4206', '3497', '3885', '4086', '109', '2832', '4165', '2058', '3335', '152', '3774']"
501,983,"[942.5, 87.12, 20.0, 94.05, 84.15, 56.0, 22.0]",[],0,"['2280', '983', '827', '2499', '2919', '2342', '3652', '2782', '4765', '740', '240', '2848', '591', '1539', '3410', '453', '4128', '754', '127', '4206', '3497', '3885', '4086', '109', '2832', '4165', '2058', '3335', '152', '3774']"
501,827,"[163.053, 3.96, 104.94, 8.0, 2.9699999999999998, 1.0, 9.9]",[],0,"['2280', '983', '827', '2499', '2919', '2342', '3652', '2782', '4765', '740', '240', '2848', '591', '1539', '3410', '453', '4128', '754', '127', '4206', '3497', '3885', '4086', '109', '2832', '4165', '2058', '3335', '152', '3774']"
502,3175,"[773.3, 40.589999999999996, 270.0, 30.69, 20.79, 71.28, 40.0]",[2207],1,"['3175', '4045', '4955', '708', '2280', '2155', '3715', '109', '2355', '3018', '361', '397', '49', '2207', '205', '160', '2587', '2699', '4661', '744', '953', '3791', '4640', '880', '453', '3125', '2798', '2342', '1698', '2478']"
502,4045,"[228.29999999999998, 4.0, 176.22, 8.0, 4.0, 1.0, 16.0]",[],0,"['3175', '4045', '4955', '708', '2280', '2155', '3715', '109', '2355', '3018', '361', '397', '49', '2207', '205', '160', '2587', '2699', '4661', '744', '953', '3791', '4640', '880', '453', '3125', '2798', '2342', '1698', '2478']"
502,4955,"[329.472, 32.0, 11.879999999999999, 17.82, 30.69, 39.0, 4.95]",[],0,"['3175', '4045', '4955', '708', '2280', '2155', '3715', '109', '2355', '3018', '361', '397', '49', '2207', '205', '160', '2587', '2699', '4661', '744', '953', '3791', '4640', '880', '453', '3125', '2798', '2342', '1698', '2478']"
503,983,"[925.353, 97.02, 95.0, 48.0, 102.96, 68.31, 12.87]",[4098],1,"['983', '193', '1343', '238', '2280', '3510', '4114', '1854', '532', '4888', '4573', '27', '2506', '4098', '4392', '2970', '4881', '2536', '475', '882', '4826', '1091', '3259', '4929', '2439', '1178', '1475', '2217', '3320', '2031']"
503,193,"[1207.6, 108.9, 257.0, 44.0, 111.0, 142.56, 26.73]",[3320],1,"['983', '193', '1343', '238', '2280', '3510', '4114', '1854', '532', '4888', '4573', '27', '2506', '4098', '4392', '2970', '4881', '2536', '475', '882', '4826', '1091', '3259', '4929', '2439', '1178', '1475', '2217', '3320', '2031']"
503,1343,"[408.4, 42.57, 59.4, 38.0, 34.0, 70.29, 6.0]",[],0,"['983', '193', '1343', '238', '2280', '3510', '4114', '1854', '532', '4888', '4573', '27', '2506', '4098', '4392', '2970', '4881', '2536', '475', '882', '4826', '1091', '3259', '4929', '2439', '1178', '1475', '2217', '3320', '2031']"
504,4446,"[140.1, 0.0, 80.0, 13.0, 4.0, 0.0, 11.0]",[4827],1,"['4446', '4783', '740', '4091', '4177', '4827', '2', '647', '908', '983', '1646', '1633', '4814', '297', '1089', '786', '648', '437', '2549', '2848', '1601', '4735', '1357', '3939', '193', '4493', '3732', '4372', '1288', '2820']"
504,4783,"[361.84499999999997, 8.91, 113.85, 24.0, 20.79, 16.0, 20.79]",[1357],1,"['4446', '4783', '740', '4091', '4177', '4827', '2', '647', '908', '983', '1646', '1633', '4814', '297', '1089', '786', '648', '437', '2549', '2848', '1601', '4735', '1357', '3939', '193', '4493', '3732', '4372', '1288', '2820']"
504,740,"[818.631, 27.72, 403.92, 22.0, 18.0, 42.57, 53.0]",[1646],1,"['4446', '4783', '740', '4091', '4177', '4827', '2', '647', '908', '983', '1646', '1633', '4814', '297', '1089', '786', '648', '437', '2549', '2848', '1601', '4735', '1357', '3939', '193', '4493', '3732', '4372', '1288', '2820']"
505,18,"[1273.3379999999997, 82.17, 368.28, 49.0, 77.0, 146.0, 54.0]",[],0,"['18', '2280', '4005', '1555', '4203', '882', '3078', '998', '3102', '2203', '2392', '2663', '945', '3939', '2178', '56', '3476', '284', '3039', '486', '983', '287', '4292', '4475', '2377', '3144', '389', '652', '4284', '4473']"
505,2280,"[487.476, 12.0, 163.35, 27.72, 32.67, 12.87, 29.7]",[],0,"['18', '2280', '4005', '1555', '4203', '882', '3078', '998', '3102', '2203', '2392', '2663', '945', '3939', '2178', '56', '3476', '284', '3039', '486', '983', '287', '4292', '4475', '2377', '3144', '389', '652', '4284', '4473']"
505,4005,"[537.57, 23.759999999999998, 162.0, 21.0, 25.0, 40.0, 30.0]",[],0,"['18', '2280', '4005', '1555', '4203', '882', '3078', '998', '3102', '2203', '2392', '2663', '945', '3939', '2178', '56', '3476', '284', '3039', '486', '983', '287', '4292', '4475', '2377', '3144', '389', '652', '4284', '4473']"
506,4446,"[1052.172, 61.0, 198.0, 34.0, 187.10999999999999, 75.0, 24.0]",[1601],1,"['4446', '4783', '740', '4091', '3300', '812', '4827', '647', '1653', '1252', '1984', '903', '908', '3551', '983', '1646', '4026', '4814', '1197', '866', '297', '786', '648', '4945', '4336', '2549', '1601', '679', '4932', '3939']"
506,4783,"[3510.837, 477.0, 330.66, 43.0, 147.0, 148.0, 53.46]",[647],1,"['4446', '4783', '740', '4091', '3300', '812', '4827', '647', '1653', '1252', '1984', '903', '908', '3551', '983', '1646', '4026', '4814', '1197', '866', '297', '786', '648', '4945', '4336', '2549', '1601', '679', '4932', '3939']"
506,740,"[1428.768, 70.0, 385.0, 46.0, 198.0, 81.0, 49.5]",[1601],1,"['4446', '4783', '740', '4091', '3300', '812', '4827', '647', '1653', '1252', '1984', '903', '908', '3551', '983', '1646', '4026', '4814', '1197', '866', '297', '786', '648', '4945', '4336', '2549', '1601', '679', '4932', '3939']"
507,1646,"[502.425, 19.8, 259.38, 82.0, 19.0, 36.63, 31.0]",[],0,"['1646', '2549', '4493', '708', '1711', '2155', '532', '4533', '3018', '3660', '4535', '3743', '4565', '3616', '3145', '3371', '989', '4195', '4270', '2086', '3432', '193', '2139', '1431', '284', '4352', '3131', '4245', '2944', '2274']"
507,2549,"[626.5, 39.0, 347.0, 133.65, 11.0, 12.0, 33.0]",[],0,"['1646', '2549', '4493', '708', '1711', '2155', '532', '4533', '3018', '3660', '4535', '3743', '4565', '3616', '3145', '3371', '989', '4195', '4270', '2086', '3432', '193', '2139', '1431', '284', '4352', '3131', '4245', '2944', '2274']"
507,4493,"[2696.265, 361.0, 27.0, 16.83, 99.0, 159.0, 35.0]",[],0,"['1646', '2549', '4493', '708', '1711', '2155', '532', '4533', '3018', '3660', '4535', '3743', '4565', '3616', '3145', '3371', '989', '4195', '4270', '2086', '3432', '193', '2139', '1431', '284', '4352', '3131', '4245', '2944', '2274']"
508,4827,"[353.826, 22.77, 52.0, 21.78, 36.63, 11.0, 12.0]",[4735],1,"['4827', '647', '908', '3551', '983', '3813', '1646', '767', '297', '786', '648', '2549', '4735', '88', '193', '1755', '3175', '3732', '986', '1734', '1728', '484', '4918', '708', '125', '1205', '238', '1053', '3165', '2949']"
508,647,"[3775.6620000000003, 522.0, 324.0, 42.0, 178.2, 203.0, 48.51]",[],0,"['4827', '647', '908', '3551', '983', '3813', '1646', '767', '297', '786', '648', '2549', '4735', '88', '193', '1755', '3175', '3732', '986', '1734', '1728', '484', '4918', '708', '125', '1205', '238', '1053', '3165', '2949']"
508,908,"[490.149, 46.53, 3.96, 23.759999999999998, 48.0, 58.41, 8.0]",[648],1,"['4827', '647', '908', '3551', '983', '3813', '1646', '767', '297', '786', '648', '2549', '4735', '88', '193', '1755', '3175', '3732', '986', '1734', '1728', '484', '4918', '708', '125', '1205', '238', '1053', '3165', '2949']"
509,276,"[935.0999999999999, 99.99, 40.589999999999996, 51.48, 61.38, 68.0, 18.81]",[983],1,"['276', '4394', '4049', '1171', '4071', '4757', '9', '2958', '3554', '1913', '2280', '554', '160', '4091', '323', '2898', '2831', '2179', '4190', '4986', '2287', '1926', '193', '643', '740', '1196', '1522', '716', '983', '1014']"
509,4394,"[282.9, 4.95, 165.33, 9.0, 6.0, 2.9699999999999998, 18.81]",[],0,"['276', '4394', '4049', '1171', '4071', '4757', '9', '2958', '3554', '1913', '2280', '554', '160', '4091', '323', '2898', '2831', '2179', '4190', '4986', '2287', '1926', '193', '643', '740', '1196', '1522', '716', '983', '1014']"
509,4049,"[435.699, 26.0, 66.33, 49.5, 58.0, 23.0, 14.0]",[],0,"['276', '4394', '4049', '1171', '4071', '4757', '9', '2958', '3554', '1913', '2280', '554', '160', '4091', '323', '2898', '2831', '2179', '4190', '4986', '2287', '1926', '193', '643', '740', '1196', '1522', '716', '983', '1014']"
510,647,"[3505.788, 496.0, 335.0, 23.759999999999998, 143.0, 154.44, 46.0]",[],0,"['647', '648', '4894', '3102', '2911', '617', '3652', '505', '2633', '3459', '4960', '591', '2676', '3188', '3626', '2931', '4349', '4642', '4245', '4270', '4474', '2355', '1066', '453', '51', '4798', '4783', '4342', '437', '2639']"
510,648,"[3939.9, 381.15, 27.0, 157.41, 471.0, 522.0, 56.43]",[2931],1,"['647', '648', '4894', '3102', '2911', '617', '3652', '505', '2633', '3459', '4960', '591', '2676', '3188', '3626', '2931', '4349', '4642', '4245', '4270', '4474', '2355', '1066', '453', '51', '4798', '4783', '4342', '437', '2639']"
510,4894,"[476.1, 30.0, 99.0, 11.879999999999999, 33.66, 56.43, 18.0]",[],0,"['647', '648', '4894', '3102', '2911', '617', '3652', '505', '2633', '3459', '4960', '591', '2676', '3188', '3626', '2931', '4349', '4642', '4245', '4270', '4474', '2355', '1066', '453', '51', '4798', '4783', '4342', '437', '2639']"
511,4106,"[463.815, 43.56, 54.45, 32.67, 59.0, 50.49, 5.9399999999999995]",[],0,"['4106', '1253', '1522', '4751', '1621', '1066', '908', '203', '4382', '3775', '2773', '630', '4606', '2300', '3030', '532', '1953', '251', '98', '3537', '1835', '3695', '125', '68', '1091', '4683', '648', '4960', '4888', '2086']"
511,1253,"[1016.1360000000001, 96.0, 130.68, 52.0, 122.76, 155.0, 17.0]",[],0,"['4106', '1253', '1522', '4751', '1621', '1066', '908', '203', '4382', '3775', '2773', '630', '4606', '2300', '3030', '532', '1953', '251', '98', '3537', '1835', '3695', '125', '68', '1091', '4683', '648', '4960', '4888', '2086']"
511,1522,"[1049.994, 97.0, 8.91, 55.44, 120.78, 166.0, 17.82]",[],0,"['4106', '1253', '1522', '4751', '1621', '1066', '908', '203', '4382', '3775', '2773', '630', '4606', '2300', '3030', '532', '1953', '251', '98', '3537', '1835', '3695', '125', '68', '1091', '4683', '648', '4960', '4888', '2086']"
512,4783,"[815.9580000000001, 66.33, 146.52, 34.65, 54.0, 67.32, 28.0]",[4140],1,"['4783', '2756', '484', '708', '2949', '3185', '413', '4953', '2274', '4245', '3510', '4270', '532', '772', '3591', '1604', '361', '1930', '80', '4005', '2773', '2998', '4394', '4106', '2506', '4562', '321', '3459', '4140', '3454']"
512,2756,"[647.0, 47.0, 227.0, 18.0, 14.0, 66.0, 27.0]",[2949],1,"['4783', '2756', '484', '708', '2949', '3185', '413', '4953', '2274', '4245', '3510', '4270', '532', '772', '3591', '1604', '361', '1930', '80', '4005', '2773', '2998', '4394', '4106', '2506', '4562', '321', '3459', '4140', '3454']"
512,484,"[539.9, 41.0, 20.79, 37.0, 61.0, 46.0, 12.87]",[],0,"['4783', '2756', '484', '708', '2949', '3185', '413', '4953', '2274', '4245', '3510', '4270', '532', '772', '3591', '1604', '361', '1930', '80', '4005', '2773', '2998', '4394', '4106', '2506', '4562', '321', '3459', '4140', '3454']"
513,4446,"[388.27799999999996, 11.879999999999999, 166.0, 9.0, 21.0, 19.8, 23.0]",[3551],1,"['4446', '740', '647', '1984', '772', '4642', '505', '1230', '4960', '4929', '1952', '3092', '3551', '4748', '4245', '151', '1178', '4382', '361', '983', '4652', '4561', '2194', '1928', '3862', '3636', '621', '56', '3102', '2368']"
513,740,"[623.9, 25.74, 255.42, 18.0, 16.83, 39.6, 37.0]",[],0,"['4446', '740', '647', '1984', '772', '4642', '505', '1230', '4960', '4929', '1952', '3092', '3551', '4748', '4245', '151', '1178', '4382', '361', '983', '4652', '4561', '2194', '1928', '3862', '3636', '621', '56', '3102', '2368']"
513,647,"[3525.7, 478.0, 379.17, 44.0, 160.38, 149.0, 49.0]",[],0,"['4446', '740', '647', '1984', '772', '4642', '505', '1230', '4960', '4929', '1952', '3092', '3551', '4748', '4245', '151', '1178', '4382', '361', '983', '4652', '4561', '2194', '1928', '3862', '3636', '621', '56', '3102', '2368']"
514,740,"[882.4, 38.0, 269.28, 33.66, 32.0, 58.0, 49.0]",[],0,"['740', '647', '1252', '357', '4814', '767', '648', '4945', '2848', '4894', '4493', '484', '4918', '4432', '4665', '2256', '2377', '2280', '3397', '2155', '3888', '3102', '2274', '4245', '1037', '4270', '532', '54', '1730', '3198']"
