user,exclude,item list,len,without constraint
583,2499,"[1646, 4814, 193, 361, 397, 2033, 3226, 3942, 4501, 1184]",10,"['1646', '4814', '193', '3676', '532', '361', '397', '2033', '3459', '3226', '186', '3942', '4501', '1184', '3262', '4656', '4661', '4272', '2359', '3497', '4971', '2004', '72', '1601', '324', '2931', '1472', '1636', '262', '802']"
584,4717,"[2501, 114, 4199, 359, 2795, 4683, 2210, 2439, 2548, 3378]",10,"['2501', '114', '4199', '359', '2787', '2795', '4683', '2210', '2439', '2548', '3061', '3378', '2773', '1709', '1464', '2649', '54', '4828', '258', '1178', '4310', '3820', '1531', '882', '4844', '681', '4509', '2289', '4573', '796']"
584,2683,"[2501, 114, 4199, 359, 2795, 4683, 2210, 2439, 3061, 2773]",10,"['2501', '114', '4199', '359', '2787', '2795', '4683', '2210', '2439', '2548', '3061', '3378', '2773', '1709', '1464', '2649', '54', '4828', '258', '1178', '4310', '3820', '1531', '882', '4844', '681', '4509', '2289', '4573', '796']"
584,3184,"[2501, 114, 4199, 359, 2787, 2795, 4683, 2210, 3061, 3378]",10,"['2501', '114', '4199', '359', '2787', '2795', '4683', '2210', '2439', '2548', '3061', '3378', '2773', '1709', '1464', '2649', '54', '4828', '258', '1178', '4310', '3820', '1531', '882', '4844', '681', '4509', '2289', '4573', '796']"
585,840,"[4783, 193, 2280, 4128, 4738, 3510, 1236, 505, 159, 1014]",10,"['4783', '193', '1711', '2280', '4128', '4738', '3510', '1236', '505', '159', '1014', '882', '495', '4757', '391', '1926', '1091', '741', '953', '1860', '4228', '3217', '633', '908', '1621', '112', '4098', '1211', '3942', '3102']"
585,2499,"[4783, 193, 1711, 2280, 4128, 4738, 3510, 1236, 505, 159]",10,"['4783', '193', '1711', '2280', '4128', '4738', '3510', '1236', '505', '159', '1014', '882', '495', '4757', '391', '1926', '1091', '741', '953', '1860', '4228', '3217', '633', '908', '1621', '112', '4098', '1211', '3942', '3102']"
585,5010,"[4783, 193, 1711, 2280, 4738, 1014, 882, 495, 4757, 391]",10,"['4783', '193', '1711', '2280', '4128', '4738', '3510', '1236', '505', '159', '1014', '882', '495', '4757', '391', '1926', '1091', '741', '953', '1860', '4228', '3217', '633', '908', '1621', '112', '4098', '1211', '3942', '3102']"
586,6270,"[648, 484, 2949, 2274, 4118, 772, 361, 352, 4106, 4392]",10,"['648', '484', '2949', '2274', '4118', '772', '2639', '4642', '361', '352', '4106', '4392', '2401', '2120', '4061', '3459', '3343', '4245', '3732', '4005', '2355', '3262', '794', '2576', '903', '1325', '2246', '2610', '938', '1197']"
586,840,"[484, 2949, 2274, 4118, 772, 2639, 4642, 361, 352, 4106]",10,"['648', '484', '2949', '2274', '4118', '772', '2639', '4642', '361', '352', '4106', '4392', '2401', '2120', '4061', '3459', '3343', '4245', '3732', '4005', '2355', '3262', '794', '2576', '903', '1325', '2246', '2610', '938', '1197']"
586,2499,"[2949, 2274, 4118, 772, 2639, 4642, 361, 352, 4106, 4392]",10,"['648', '484', '2949', '2274', '4118', '772', '2639', '4642', '361', '352', '4106', '4392', '2401', '2120', '4061', '3459', '3343', '4245', '3732', '4005', '2355', '3262', '794', '2576', '903', '1325', '2246', '2610', '938', '1197']"
587,6906,"[532, 1404, 3018, 2610, 1667, 3590, 312, 4639, 284, 4128]",10,"['532', '1404', '3018', '2610', '1667', '3590', '312', '4639', '4394', '284', '4128', '484', '4245', '740', '2912', '3034', '4382', '3942', '4561', '3102', '4507', '2143', '2470', '2880', '3011', '3314', '3535', '818', '2663', '4783']"
587,5006,"[532, 3018, 2610, 312, 4394, 284, 4128, 4245, 740, 3034]",10,"['532', '1404', '3018', '2610', '1667', '3590', '312', '4639', '4394', '284', '4128', '484', '4245', '740', '2912', '3034', '4382', '3942', '4561', '3102', '4507', '2143', '2470', '2880', '3011', '3314', '3535', '818', '2663', '4783']"
587,7655,"[532, 1404, 2610, 3590, 312, 4639, 4394, 284, 484, 4245]",10,"['532', '1404', '3018', '2610', '1667', '3590', '312', '4639', '4394', '284', '4128', '484', '4245', '740', '2912', '3034', '4382', '3942', '4561', '3102', '4507', '2143', '2470', '2880', '3011', '3314', '3535', '818', '2663', '4783']"
588,6270,"[2210, 2773, 4099, 2653, 137, 1455, 3885, 2536, 58, 266]",10,"['2210', '2773', '4099', '4960', '1246', '581', '2653', '4642', '2848', '2511', '137', '1455', '3885', '2536', '1404', '58', '2022', '266', '3337', '4270', '50', '437', '320', '4752', '2568', '323', '928', '268', '272', '4106']"
588,840,"[2210, 2773, 4099, 4960, 1246, 581, 2653, 4642, 2848, 2511]",10,"['2210', '2773', '4099', '4960', '1246', '581', '2653', '4642', '2848', '2511', '137', '1455', '3885', '2536', '1404', '58', '2022', '266', '3337', '4270', '50', '437', '320', '4752', '2568', '323', '928', '268', '272', '4106']"
588,5010,"[2210, 2773, 4099, 4960, 1246, 2653, 4642, 2511, 137, 1455]",10,"['2210', '2773', '4099', '4960', '1246', '581', '2653', '4642', '2848', '2511', '137', '1455', '3885', '2536', '1404', '58', '2022', '266', '3337', '4270', '50', '437', '320', '4752', '2568', '323', '928', '268', '272', '4106']"
589,5010,"[125, 3102, 4270, 4573, 3019, 1611, 2548, 2468, 1774, 495]",10,"['125', '3102', '4270', '4573', '3019', '1611', '2548', '2468', '1774', '1667', '495', '1091', '927', '2326', '3391', '1004', '507', '3282', '2280', '3330', '3818', '72', '4101', '648', '617', '1129', '204', '4561', '4194', '4096']"
589,5006,"[125, 4573, 3019, 2548, 2468, 1774, 495, 1091, 927, 2326]",10,"['125', '3102', '4270', '4573', '3019', '1611', '2548', '2468', '1774', '1667', '495', '1091', '927', '2326', '3391', '1004', '507', '3282', '2280', '3330', '3818', '72', '4101', '648', '617', '1129', '204', '4561', '4194', '4096']"
589,3203,"[125, 4573, 3019, 2548, 2468, 1774, 495, 1091, 927, 2326]",10,"['125', '3102', '4270', '4573', '3019', '1611', '2548', '2468', '1774', '1667', '495', '1091', '927', '2326', '3391', '1004', '507', '3282', '2280', '3330', '3818', '72', '4101', '648', '617', '1129', '204', '4561', '4194', '4096']"
590,840,"[4527, 3509, 50, 577, 3078, 2824, 4292, 4428, 3314, 4215]",10,"['4683', '4918', '4527', '3509', '50', '577', '4716', '3078', '2824', '4292', '4428', '2619', '3314', '4215', '4945', '2854', '492', '1391', '666', '4842', '2654', '3519', '1082', '4338', '1711', '1088', '1592', '4836', '815', '134']"
590,5010,"[4683, 4918, 4527, 3509, 50, 577, 3078, 2824, 4428, 2619]",10,"['4683', '4918', '4527', '3509', '50', '577', '4716', '3078', '2824', '4292', '4428', '2619', '3314', '4215', '4945', '2854', '492', '1391', '666', '4842', '2654', '3519', '1082', '4338', '1711', '1088', '1592', '4836', '815', '134']"
590,5006,"[4683, 4918, 4527, 3509, 50, 4716, 3078, 4292, 4428, 2619]",10,"['4683', '4918', '4527', '3509', '50', '577', '4716', '3078', '2824', '4292', '4428', '2619', '3314', '4215', '4945', '2854', '492', '1391', '666', '4842', '2654', '3519', '1082', '4338', '1711', '1088', '1592', '4836', '815', '134']"
591,5010,"[4372, 2105, 4270, 4475, 4642, 3078, 3375, 1921, 882, 4680]",10,"['2848', '4372', '2105', '4836', '4270', '4475', '4642', '4005', '295', '3078', '249', '3375', '1921', '882', '4680', '242', '2874', '2392', '1753', '4659', '4051', '4248', '815', '2077', '98', '4722', '4187', '1764', '809', '4683']"
591,5006,"[2848, 4372, 2105, 4836, 4475, 4642, 4005, 295, 3078, 249]",10,"['2848', '4372', '2105', '4836', '4270', '4475', '4642', '4005', '295', '3078', '249', '3375', '1921', '882', '4680', '242', '2874', '2392', '1753', '4659', '4051', '4248', '815', '2077', '98', '4722', '4187', '1764', '809', '4683']"
591,3203,"[2848, 4372, 2105, 4836, 4475, 4642, 4005, 295, 3078, 3375]",10,"['2848', '4372', '2105', '4836', '4270', '4475', '4642', '4005', '295', '3078', '249', '3375', '1921', '882', '4680', '242', '2874', '2392', '1753', '4659', '4051', '4248', '815', '2077', '98', '4722', '4187', '1764', '809', '4683']"
592,6270,"[2949, 4005, 3639, 3459, 2155, 3564, 740, 4765, 1647, 953]",10,"['647', '2949', '2957', '4005', '3639', '3459', '2280', '2155', '3564', '740', '3685', '4765', '1647', '953', '4661', '1601', '225', '1409', '1178', '3829', '109', '80', '2342', '1736', '2833', '621', '3802', '1443', '4142', '708']"
592,840,"[647, 2949, 4005, 3639, 2280, 2155, 3564, 740, 4765, 1647]",10,"['647', '2949', '2957', '4005', '3639', '3459', '2280', '2155', '3564', '740', '3685', '4765', '1647', '953', '4661', '1601', '225', '1409', '1178', '3829', '109', '80', '2342', '1736', '2833', '621', '3802', '1443', '4142', '708']"
592,5010,"[647, 2949, 3639, 2280, 2155, 3564, 740, 3685, 4765, 1647]",10,"['647', '2949', '2957', '4005', '3639', '3459', '2280', '2155', '3564', '740', '3685', '4765', '1647', '953', '4661', '1601', '225', '1409', '1178', '3829', '109', '80', '2342', '1736', '2833', '621', '3802', '1443', '4142', '708']"
593,5010,"[2549, 1602, 2274, 3335, 145, 4098, 2063, 3089, 1921, 4064]",10,"['2549', '2848', '1602', '2274', '109', '3335', '145', '4098', '2063', '3089', '1921', '4064', '4642', '205', '361', '3018', '453', '3324', '2545', '3459', '1294', '4270', '1984', '4131', '1522', '1600', '3565', '3268', '1252', '262']"
593,7655,"[2549, 1602, 109, 3335, 145, 4098, 2063, 3089, 1921, 4064]",10,"['2549', '2848', '1602', '2274', '109', '3335', '145', '4098', '2063', '3089', '1921', '4064', '4642', '205', '361', '3018', '453', '3324', '2545', '3459', '1294', '4270', '1984', '4131', '1522', '1600', '3565', '3268', '1252', '262']"
593,3184,"[2549, 2274, 109, 3335, 145, 4098, 2063, 3089, 1921, 4064]",10,"['2549', '2848', '1602', '2274', '109', '3335', '145', '4098', '2063', '3089', '1921', '4064', '4642', '205', '361', '3018', '453', '3324', '2545', '3459', '1294', '4270', '1984', '4131', '1522', '1600', '3565', '3268', '1252', '262']"
594,5010,"[4091, 1755, 2, 483, 361, 3590, 2274, 866, 4096, 708]",10,"['4091', '1755', '2', '483', '361', '870', '3590', '2274', '2266', '866', '4096', '3424', '708', '4573', '812', '945', '3113', '1178', '192', '4675', '3319', '98', '882', '1091', '145', '66', '3030', '2370', '4645', '908']"
594,5006,"[1755, 2, 2274, 2266, 866, 3424, 708, 4573, 812, 945]",10,"['4091', '1755', '2', '483', '361', '870', '3590', '2274', '2266', '866', '4096', '3424', '708', '4573', '812', '945', '3113', '1178', '192', '4675', '3319', '98', '882', '1091', '145', '66', '3030', '2370', '4645', '908']"
594,3203,"[4091, 1755, 2, 361, 870, 3590, 2274, 2266, 3424, 708]",10,"['4091', '1755', '2', '483', '361', '870', '3590', '2274', '2266', '866', '4096', '3424', '708', '4573', '812', '945', '3113', '1178', '192', '4675', '3319', '98', '882', '1091', '145', '66', '3030', '2370', '4645', '908']"
595,6270,"[1091, 3459, 2274, 945, 4270, 1646, 4757, 276, 295, 2610]",10,"['1091', '3459', '2274', '193', '945', '1204', '4270', '1646', '4757', '284', '276', '1984', '1698', '2139', '295', '80', '2610', '268', '171', '2933', '125', '3018', '4738', '3048', '4342', '565', '4124', '3423', '4533', '1611']"
595,840,"[2274, 193, 1204, 4270, 4757, 276, 1984, 2139, 80, 2610]",10,"['1091', '3459', '2274', '193', '945', '1204', '4270', '1646', '4757', '284', '276', '1984', '1698', '2139', '295', '80', '2610', '268', '171', '2933', '125', '3018', '4738', '3048', '4342', '565', '4124', '3423', '4533', '1611']"
595,2499,"[2274, 193, 945, 1204, 4270, 1646, 4757, 1698, 2139, 295]",10,"['1091', '3459', '2274', '193', '945', '1204', '4270', '1646', '4757', '284', '276', '1984', '1698', '2139', '295', '80', '2610', '268', '171', '2933', '125', '3018', '4738', '3048', '4342', '565', '4124', '3423', '4533', '1611']"
596,5010,"[740, 4091, 2549, 1601, 2949, 532, 2455, 998, 3859, 2595]",10,"['740', '4091', '2549', '1601', '2949', '532', '2455', '2359', '1240', '2251', '4590', '998', '1667', '3859', '4922', '1221', '1522', '2595', '3774', '8', '4642', '299', '3335', '1859', '708', '4187', '2280', '2439', '3732', '4880']"
596,5006,"[740, 2549, 1601, 2949, 532, 2359, 1240, 2251, 4590, 998]",10,"['740', '4091', '2549', '1601', '2949', '532', '2455', '2359', '1240', '2251', '4590', '998', '1667', '3859', '4922', '1221', '1522', '2595', '3774', '8', '4642', '299', '3335', '1859', '708', '4187', '2280', '2439', '3732', '4880']"
596,3203,"[740, 4091, 2549, 1601, 2949, 532, 2359, 2251, 4590, 998]",10,"['740', '4091', '2549', '1601', '2949', '532', '2455', '2359', '1240', '2251', '4590', '998', '1667', '3859', '4922', '1221', '1522', '2595', '3774', '8', '4642', '299', '3335', '1859', '708', '4187', '2280', '2439', '3732', '4880']"
597,2499,"[125, 1711, 2342, 4106, 3383, 1667, 1235, 1522, 3910, 4349]",10,"['484', '125', '1711', '2342', '4106', '3383', '1667', '1235', '1091', '1522', '3910', '4349', '1142', '2119', '648', '647', '2639', '2504', '1173', '81', '4760', '98', '1405', '1013', '3942', '2274', '3102', '297', '2356', '3889']"
597,5006,"[125, 1711, 2342, 4106, 3383, 1235, 1091, 3910, 1142, 2119]",10,"['484', '125', '1711', '2342', '4106', '3383', '1667', '1235', '1091', '1522', '3910', '4349', '1142', '2119', '648', '647', '2639', '2504', '1173', '81', '4760', '98', '1405', '1013', '3942', '2274', '3102', '297', '2356', '3889']"
597,3203,"[125, 2342, 4106, 3383, 1235, 1091, 1522, 3910, 1142, 2119]",10,"['484', '125', '1711', '2342', '4106', '3383', '1667', '1235', '1091', '1522', '3910', '4349', '1142', '2119', '648', '647', '2639', '2504', '1173', '81', '4760', '98', '1405', '1013', '3942', '2274', '3102', '297', '2356', '3889']"
598,6906,"[336, 1023, 4106, 3343, 827, 217, 3179, 2098, 3966, 261]",10,"['193', '336', '1023', '4106', '2224', '647', '3343', '4698', '827', '217', '3179', '2280', '2098', '3966', '261', '2639', '1093', '786', '453', '3397', '3329', '505', '4836', '4798', '357', '2050', '4333', '3207', '3060', '4446']"
598,5006,"[336, 1023, 4106, 647, 3343, 827, 3179, 2280, 2098, 3966]",10,"['193', '336', '1023', '4106', '2224', '647', '3343', '4698', '827', '217', '3179', '2280', '2098', '3966', '261', '2639', '1093', '786', '453', '3397', '3329', '505', '4836', '4798', '357', '2050', '4333', '3207', '3060', '4446']"
598,3203,"[193, 336, 1023, 4106, 2224, 647, 3343, 4698, 827, 3179]",10,"['193', '336', '1023', '4106', '2224', '647', '3343', '4698', '827', '217', '3179', '2280', '2098', '3966', '261', '2639', '1093', '786', '453', '3397', '3329', '505', '4836', '4798', '357', '2050', '4333', '3207', '3060', '4446']"
599,5010,"[2549, 2274, 532, 4270, 648, 927, 4642, 708, 1531, 2118]",10,"['2549', '2274', '532', '4270', '4373', '648', '927', '4642', '3424', '708', '1531', '1667', '2118', '1715', '3812', '2355', '2639', '1646', '1178', '489', '1684', '3813', '2139', '3288', '115', '3335', '2155', '588', '2051', '361']"
599,5006,"[2549, 2274, 532, 4373, 648, 927, 4642, 3424, 708, 2118]",10,"['2549', '2274', '532', '4270', '4373', '648', '927', '4642', '3424', '708', '1531', '1667', '2118', '1715', '3812', '2355', '2639', '1646', '1178', '489', '1684', '3813', '2139', '3288', '115', '3335', '2155', '588', '2051', '361']"
599,3203,"[2549, 2274, 532, 4373, 648, 927, 4642, 3424, 708, 1531]",10,"['2549', '2274', '532', '4270', '4373', '648', '927', '4642', '3424', '708', '1531', '1667', '2118', '1715', '3812', '2355', '2639', '1646', '1178', '489', '1684', '3813', '2139', '3288', '115', '3335', '2155', '588', '2051', '361']"
600,840,"[72, 2280, 4894, 2549, 4270, 744, 1548, 2874, 4960, 341]",10,"['72', '2280', '4894', '532', '1391', '2549', '4270', '744', '1548', '2874', '4960', '341', '1089', '648', '2489', '3652', '2478', '3660', '3565', '2676', '1281', '3459', '1172', '2058', '882', '125', '3078', '82', '2848', '617']"
600,5010,"[2280, 4894, 532, 1391, 2549, 4270, 744, 2874, 4960, 341]",10,"['72', '2280', '4894', '532', '1391', '2549', '4270', '744', '1548', '2874', '4960', '341', '1089', '648', '2489', '3652', '2478', '3660', '3565', '2676', '1281', '3459', '1172', '2058', '882', '125', '3078', '82', '2848', '617']"
600,6906,"[72, 4894, 532, 1391, 2549, 4270, 1548, 4960, 341, 1089]",10,"['72', '2280', '4894', '532', '1391', '2549', '4270', '744', '1548', '2874', '4960', '341', '1089', '648', '2489', '3652', '2478', '3660', '3565', '2676', '1281', '3459', '1172', '2058', '882', '125', '3078', '82', '2848', '617']"
601,6270,"[416, 36, 3078, 3035, 1233, 2439, 1464, 4561, 1631, 2420]",10,"['855', '532', '416', '3175', '36', '3078', '3035', '134', '1233', '2439', '1464', '4561', '2832', '1631', '2420', '1431', '1549', '4207', '4642', '324', '4005', '1611', '908', '3335', '2280', '2210', '708', '3100', '2903', '4839']"
601,840,"[855, 416, 36, 3078, 3035, 134, 2832, 1631, 2420, 1431]",10,"['855', '532', '416', '3175', '36', '3078', '3035', '134', '1233', '2439', '1464', '4561', '2832', '1631', '2420', '1431', '1549', '4207', '4642', '324', '4005', '1611', '908', '3335', '2280', '2210', '708', '3100', '2903', '4839']"
601,5010,"[532, 416, 3175, 36, 3078, 3035, 134, 2832, 1631, 2420]",10,"['855', '532', '416', '3175', '36', '3078', '3035', '134', '1233', '2439', '1464', '4561', '2832', '1631', '2420', '1431', '1549', '4207', '4642', '324', '4005', '1611', '908', '3335', '2280', '2210', '708', '3100', '2903', '4839']"
602,6270,[],0,[]
602,840,[],0,[]
602,2499,[],0,[]
603,6270,"[648, 4270, 4691, 2296, 329, 2468, 2576, 2750, 3963, 4497]",10,"['4783', '648', '2549', '4270', '4691', '4642', '3571', '2296', '329', '2468', '2576', '2750', '326', '3963', '1911', '3565', '356', '2523', '4497', '3352', '2931', '4391', '525', '2536', '228', '505', '4372', '2674', '1517', '361']"
603,2499,"[4783, 2549, 4270, 4691, 4642, 2296, 329, 2468, 2576, 2750]",10,"['4783', '648', '2549', '4270', '4691', '4642', '3571', '2296', '329', '2468', '2576', '2750', '326', '3963', '1911', '3565', '356', '2523', '4497', '3352', '2931', '4391', '525', '2536', '228', '505', '4372', '2674', '1517', '361']"
603,5010,"[4783, 648, 2549, 4270, 4691, 4642, 3571, 329, 2468, 2576]",10,"['4783', '648', '2549', '4270', '4691', '4642', '3571', '2296', '329', '2468', '2576', '2750', '326', '3963', '1911', '3565', '356', '2523', '4497', '3352', '2931', '4391', '525', '2536', '228', '505', '4372', '2674', '1517', '361']"
604,5319,"[357, 14, 4698, 4005, 1485, 1096, 4556, 2445, 4091, 3282]",10,"['357', '14', '4698', '4005', '1485', '1096', '4556', '2445', '4091', '3282', '3335', '1983', '324', '3221', '4858', '2375', '1158', '4765', '4573', '2086', '1984', '2105', '708', '46', '629', '3753', '3713', '4787', '1418', '945']"
604,6276,"[14, 4698, 1485, 1096, 4556, 2445, 4091, 3282, 3335, 1983]",10,"['357', '14', '4698', '4005', '1485', '1096', '4556', '2445', '4091', '3282', '3335', '1983', '324', '3221', '4858', '2375', '1158', '4765', '4573', '2086', '1984', '2105', '708', '46', '629', '3753', '3713', '4787', '1418', '945']"
604,1168,"[357, 14, 4698, 4005, 1485, 1096, 4556, 2445, 4091, 3282]",10,"['357', '14', '4698', '4005', '1485', '1096', '4556', '2445', '4091', '3282', '3335', '1983', '324', '3221', '4858', '2375', '1158', '4765', '4573', '2086', '1984', '2105', '708', '46', '629', '3753', '3713', '4787', '1418', '945']"
